"","genre","vote","ws.score","sample.size","features","train.accuracy","train.f1score","train.auc","test.precision","test.recall","test.sensitivity","test.specificity","test.accuracy","test.f1score","test.auc","method"
"1","Adventure",50,0.05,3974,100,0.977672955974843,0.9781336618417,0.977591695687878,0.9125,0.914786967418546,0.914786967418546,0.911392405063291,0.913098236775819,0.913642052565707,0.913089686240919,"GBM"
"2","Adventure",50,0.05,3974,200,0.987421383647799,0.987608426270136,0.987370433015985,0.9375,0.93984962406015,0.93984962406015,0.936708860759494,0.938287153652393,0.938673341677096,0.938279242409822,"GBM"
"3","Adventure",50,0.05,3974,300,0.987421383647799,0.987593052109181,0.987376762039781,0.924050632911392,0.914786967418546,0.914786967418546,0.924050632911392,0.919395465994962,0.919395465994962,0.91941880016497,"GBM"
"4","Adventure",50,0.05,3974,350,0.988364779874214,0.988555521187751,0.988305941845765,0.934508816120907,0.929824561403509,0.929824561403509,0.934177215189873,0.931989924433249,0.9321608040201,0.932000888296691,"GBM"
"5","Adventure",50,0.05,3974,400,0.990251572327044,0.990393554384878,0.990202275600506,0.93984962406015,0.93984962406015,0.93984962406015,0.939240506329114,0.939546599496222,0.93984962406015,0.939545065194632,"GBM"
"6","Adventure",50,0.05,3974,450,0.990566037735849,0.990700557966522,0.990518331226296,0.937810945273632,0.944862155388471,0.944862155388471,0.936708860759494,0.94080604534005,0.941323345817728,0.940785508073982,"GBM"
"7","Adventure",50,0.05,3974,500,0.990880503144654,0.991007751937985,0.990834386852086,0.926108374384236,0.942355889724311,0.942355889724311,0.924050632911392,0.933249370277078,0.93416149068323,0.933203261317852,"GBM"
"8","Adventure",50,0.05,3974,550,0.990251572327044,0.990393554384878,0.990202275600506,0.929611650485437,0.959899749373434,0.959899749373434,0.926582278481013,0.943324937027708,0.944512946979038,0.943241013927223,"GBM"
"9","Adventure",50,0.05,3974,600,0.990251572327044,0.990393554384878,0.990202275600506,0.926470588235294,0.947368421052632,0.947368421052632,0.924050632911392,0.935768261964736,0.936802973977695,0.935709526982012,"GBM"
"10","Adventure",50,0.05,3974,650,0.990251572327044,0.990393554384878,0.990202275600506,0.925480769230769,0.964912280701754,0.964912280701754,0.921518987341772,0.943324937027708,0.94478527607362,0.943215634021763,"GBM"
"11","Adventure",50,0.05,3974,700,0.993396226415094,0.993472179048803,0.993362831858407,0.919117647058823,0.93984962406015,0.93984962406015,0.916455696202532,0.928211586901763,0.929368029739777,0.928152660131341,"GBM"
"12","Adventure",50,0.05,3974,100,0.984905660377358,0.985576923076923,0.984415584415584,0.911007025761124,0.951100244498778,0.951100244498778,0.901298701298701,0.926952141057935,0.930622009569378,0.926199472898739,"GBM"
"13","Adventure",50,0.05,3974,200,0.988993710691824,0.989441930618401,0.988636363636364,0.917840375586854,0.9559902200489,0.9559902200489,0.909090909090909,0.933249370277078,0.936526946107784,0.932540564569904,"GBM"
"14","Adventure",50,0.05,3974,300,0.992452830188679,0.99273607748184,0.992207792207792,0.930455635491607,0.948655256723716,0.948655256723716,0.924675324675325,0.937027707808564,0.939467312348668,0.936665290699521,"GBM"
"15","Adventure",50,0.05,3974,350,0.990566037735849,0.990936555891239,0.99025974025974,0.923809523809524,0.948655256723716,0.948655256723716,0.916883116883117,0.933249370277078,0.936067551266586,0.932769186803417,"GBM"
"16","Adventure",50,0.05,3974,400,0.992452830188679,0.99273607748184,0.992207792207792,0.933806146572104,0.965770171149144,0.965770171149144,0.927272727272727,0.947103274559194,0.949519230769231,0.946521449210936,"GBM"
"17","Adventure",50,0.05,3974,450,0.993396226415094,0.99363829142684,0.993181818181818,0.937947494033413,0.960880195599022,0.960880195599022,0.932467532467532,0.947103274559194,0.949275362318841,0.946673864033277,"GBM"
"18","Adventure",50,0.05,3974,500,0.994968553459119,0.995145631067961,0.994805194805195,0.936320754716981,0.970660146699266,0.970660146699266,0.92987012987013,0.95088161209068,0.953181272509004,0.950265138284698,"GBM"
"19","Adventure",50,0.05,3974,550,0.994968553459119,0.995145631067961,0.994805194805195,0.925058548009368,0.965770171149144,0.965770171149144,0.916883116883117,0.942065491183879,0.944976076555024,0.941326644016131,"GBM"
"20","Adventure",50,0.05,3974,600,0.994654088050314,0.994843797391568,0.994480519480519,0.929742388758782,0.970660146699266,0.970660146699266,0.922077922077922,0.947103274559194,0.949760765550239,0.946369034388594,"GBM"
"21","Adventure",50,0.05,3974,650,0.994654088050314,0.994843797391568,0.994480519480519,0.936018957345972,0.965770171149144,0.965770171149144,0.92987012987013,0.948362720403023,0.950661853188929,0.947820150509637,"GBM"
"22","Adventure",50,0.05,3974,700,0.993081761006289,0.993337371290127,0.992857142857143,0.91725768321513,0.948655256723716,0.948655256723716,0.909090909090909,0.929471032745592,0.932692307692308,0.928873082907313,"GBM"
"23","Adventure",50,0.05,3974,100,0.981132075471698,0.981606376456162,0.980963089330025,0.951219512195122,0.970149253731343,0.970149253731343,0.948979591836735,0.959697732997481,0.960591133004926,0.959564422784039,"GBM"
