"","genre","vote","rating","sample.size","features","train.accuracy","train.f1score","train.auc","test.precision","test.recall","test.sensitivity","test.specificity","test.accuracy","test.f1score","test.auc","method"
"1","All",50,0.85,5014,510,0.778165503489531,0.779484638255699,0.778165503489532,0.68,0.644710578842315,0.644710578842315,0.696606786427146,0.67065868263473,0.661885245901639,0.67065868263473,"GBM"
"2","All",50,0.85,5014,510,0.853190428713858,0.856025421657297,0.853190428713858,0.67827868852459,0.660678642714571,0.660678642714571,0.686626746506986,0.673652694610778,0.669362992922144,0.673652694610778,"SVM"
"3","All",50,0.85,5014,520,0.804336989032901,0.804385746324446,0.804336989032901,0.685106382978723,0.642714570858283,0.642714570858283,0.704590818363273,0.673652694610778,0.663233779608651,0.673652694610778,"GBM"
"4","All",50,0.85,5014,520,0.852442671984048,0.855327468230694,0.852442671984048,0.67827868852459,0.660678642714571,0.660678642714571,0.686626746506986,0.673652694610778,0.669362992922144,0.673652694610778,"SVM"
"5","All",50,0.85,5014,530,0.809820538384845,0.810151779049515,0.809820538384845,0.676171079429735,0.662674650698603,0.662674650698603,0.682634730538922,0.672654690618762,0.669354838709677,0.672654690618762,"GBM"
"6","All",50,0.85,5014,530,0.85493519441675,0.857701711491443,0.85493519441675,0.677685950413223,0.654690618762475,0.654690618762475,0.688622754491018,0.671656686626746,0.665989847715736,0.671656686626746,"SVM"
"7","All",50,0.85,5014,540,0.774177467597208,0.773839241138292,0.774177467597208,0.694444444444444,0.648702594810379,0.648702594810379,0.714570858283433,0.681636726546906,0.670794633642931,0.681636726546906,"GBM"
"8","All",50,0.85,5014,540,0.857178464606181,0.86007326007326,0.857178464606181,0.67280163599182,0.656686626746507,0.656686626746507,0.68063872255489,0.668662674650699,0.664646464646465,0.668662674650699,"SVM"
"9","All",50,0.85,5014,550,0.777168494516451,0.778383738225087,0.777168494516451,0.703781512605042,0.668662674650699,0.668662674650699,0.718562874251497,0.693612774451098,0.685772773797339,0.693612774451098,"GBM"
"10","All",50,0.85,5014,550,0.857926221335992,0.860567514677104,0.857926221335992,0.676288659793814,0.654690618762475,0.654690618762475,0.686626746506986,0.67065868263473,0.665314401622718,0.67065868263473,"SVM"
"11","All",50,0.85,5014,560,0.807078763708873,0.806789815277084,0.807078763708873,0.69593147751606,0.648702594810379,0.648702594810379,0.716566866267465,0.682634730538922,0.671487603305785,0.682634730538922,"GBM"
"12","All",50,0.85,5014,560,0.857427716849452,0.860146699266504,0.857427716849452,0.675619834710744,0.652694610778443,0.652694610778443,0.686626746506986,0.669660678642715,0.663959390862944,0.669660678642715,"SVM"
"13","All",50,0.85,5014,570,0.812063808574277,0.812903225806452,0.812063808574277,0.683991683991684,0.656686626746507,0.656686626746507,0.696606786427146,0.676646706586826,0.670061099796334,0.676646706586826,"GBM"
"14","All",50,0.85,5014,570,0.855932203389831,0.858679706601467,0.855932203389831,0.674846625766871,0.658682634730539,0.658682634730539,0.682634730538922,0.67065868263473,0.666666666666667,0.670658682634731,"SVM"
"15","All",50,0.85,5014,580,0.811316051844467,0.81145703611457,0.811316051844467,0.681528662420382,0.640718562874252,0.640718562874252,0.70059880239521,0.67065868263473,0.660493827160494,0.670658682634731,"GBM"
"16","All",50,0.85,5014,580,0.857427716849452,0.860078277886497,0.857427716849452,0.677018633540373,0.652694610778443,0.652694610778443,0.688622754491018,0.67065868263473,0.664634146341463,0.670658682634731,"SVM"
"17","All",50,0.85,5014,590,0.755483549351944,0.756030838099975,0.755483549351944,0.69937369519833,0.668662674650699,0.668662674650699,0.712574850299401,0.69061876247505,0.683673469387755,0.69061876247505,"GBM"
"18","All",50,0.85,5014,590,0.857926221335992,0.860499265785609,0.857926221335992,0.677754677754678,0.650698602794411,0.650698602794411,0.69061876247505,0.67065868263473,0.663951120162933,0.670658682634731,"SVM"
"19","All",50,0.85,5014,600,0.814805583250249,0.815220094503855,0.814805583250249,0.701271186440678,0.660678642714571,0.660678642714571,0.718562874251497,0.689620758483034,0.680369989722508,0.689620758483034,"GBM"
"20","All",50,0.85,5014,600,0.856430707876371,0.859237536656891,0.856430707876371,0.676954732510288,0.656686626746507,0.656686626746507,0.686626746506986,0.671656686626746,0.666666666666667,0.671656686626746,"SVM"
"21","All",50,0.85,5014,610,0.758973080757727,0.759632115336813,0.758973080757727,0.70253164556962,0.664670658682635,0.664670658682635,0.718562874251497,0.691616766467066,0.683076923076923,0.691616766467066,"GBM"
"22","All",50,0.85,5014,610,0.85493519441675,0.857632093933464,0.85493519441675,0.678936605316973,0.662674650698603,0.662674650698603,0.686626746506986,0.674650698602794,0.670707070707071,0.674650698602794,"SVM"
"23","All",50,0.85,5014,620,0.811316051844467,0.812947862614282,0.811316051844467,0.707889125799574,0.662674650698603,0.662674650698603,0.726546906187625,0.694610778443114,0.684536082474227,0.694610778443114,"GBM"
"24","All",50,0.85,5014,620,0.857676969092722,0.860288720332762,0.857676969092722,0.676288659793814,0.654690618762475,0.654690618762475,0.686626746506986,0.67065868263473,0.665314401622718,0.67065868263473,"SVM"
"25","All",50,0.85,5014,630,0.781904287138584,0.7830399206546,0.781904287138584,0.695095948827292,0.650698602794411,0.650698602794411,0.714570858283433,0.682634730538922,0.672164948453608,0.682634730538922,"GBM"
"26","All",50,0.85,5014,630,0.859670987038883,0.862313524089019,0.859670987038883,0.676288659793814,0.654690618762475,0.654690618762475,0.686626746506986,0.67065868263473,0.665314401622718,0.67065868263473,"SVM"
"27","All",50,0.85,5014,640,0.811565304087737,0.812313803376365,0.811565304087737,0.684759916492693,0.654690618762475,0.654690618762475,0.698602794411178,0.676646706586826,0.669387755102041,0.676646706586826,"GBM"
"28","All",50,0.85,5014,640,0.861166500498505,0.863647490820073,0.861166500498504,0.674226804123711,0.652694610778443,0.652694610778443,0.684630738522954,0.668662674650699,0.663286004056795,0.668662674650699,"SVM"
"29","All",50,0.85,5014,650,0.813808574277168,0.814225317085302,0.813808574277168,0.705756929637527,0.660678642714571,0.660678642714571,0.724550898203593,0.692614770459082,0.682474226804124,0.692614770459082,"GBM"
"30","All",50,0.85,5014,650,0.859172482552343,0.861756789821385,0.859172482552343,0.675564681724846,0.656686626746507,0.656686626746507,0.684630738522954,0.67065868263473,0.665991902834008,0.670658682634731,"SVM"
"31","All",50,0.85,5014,660,0.817048853439681,0.818136769078295,0.817048853439681,0.697768762677485,0.686626746506986,0.686626746506986,0.702594810379242,0.694610778443114,0.69215291750503,0.694610778443114,"GBM"
"32","All",50,0.85,5014,660,0.858923230309073,0.861342479176874,0.858923230309073,0.679089026915114,0.654690618762475,0.654690618762475,0.69061876247505,0.672654690618762,0.666666666666667,0.672654690618763,"SVM"
"33","All",50,0.85,5014,670,0.786640079760718,0.785140562248996,0.786640079760718,0.692796610169492,0.652694610778443,0.652694610778443,0.710578842315369,0.681636726546906,0.672147995889003,0.681636726546906,"GBM"
"34","All",50,0.85,5014,670,0.860418743768694,0.862745098039216,0.860418743768694,0.685534591194969,0.652694610778443,0.652694610778443,0.70059880239521,0.676646706586826,0.668711656441718,0.676646706586826,"SVM"
"35","All",50,0.85,5014,680,0.817298105682951,0.818519435503838,0.817298105682951,0.690082644628099,0.666666666666667,0.666666666666667,0.70059880239521,0.683632734530938,0.678172588832487,0.683632734530938,"GBM"
"36","All",50,0.85,5014,680,0.861914257228315,0.864348677766895,0.861914257228315,0.67983367983368,0.652694610778443,0.652694610778443,0.692614770459082,0.672654690618762,0.665987780040733,0.672654690618763,"SVM"
"37","All",50,0.85,5014,690,0.779910269192423,0.77963563763414,0.779910269192423,0.699561403508772,0.636726546906188,0.636726546906188,0.726546906187625,0.681636726546906,0.666666666666667,0.681636726546906,"GBM"
"38","All",50,0.85,5014,690,0.861166500498505,0.863580700465344,0.861166500498505,0.685534591194969,0.652694610778443,0.652694610778443,0.70059880239521,0.676646706586826,0.668711656441718,0.676646706586826,"SVM"
"39","All",50,0.85,5014,700,0.809820538384845,0.81071694368643,0.809820538384846,0.698481561822126,0.642714570858283,0.642714570858283,0.722554890219561,0.682634730538922,0.669438669438669,0.682634730538922,"GBM"
"40","All",50,0.85,5014,700,0.861166500498505,0.86351384464592,0.861166500498505,0.678423236514523,0.652694610778443,0.652694610778443,0.69061876247505,0.671656686626746,0.66531027466938,0.671656686626747,"SVM"
"41","All",50,0.85,5014,510,0.77666999002991,0.776223776223776,0.776679785418082,0.687861271676301,0.711155378486056,0.711155378486056,0.676,0.693612774451098,0.699314397649363,0.693577689243028,"GBM"
"42","All",50,0.85,5014,510,0.857427716849452,0.860009789525208,0.857387069766956,0.736141906873614,0.661354581673307,0.661354581673307,0.762,0.711576846307385,0.696747114375656,0.711677290836653,"SVM"
"43","All",50,0.85,5014,520,0.777916251246261,0.775397025460045,0.777949041391786,0.702213279678068,0.695219123505976,0.695219123505976,0.704,0.699600798403194,0.698698698698699,0.699609561752988,"GBM"
"44","All",50,0.85,5014,520,0.859421734795613,0.861764705882353,0.859384827725372,0.738359201773836,0.663346613545817,0.663346613545817,0.764,0.713572854291417,0.69884575026233,0.713673306772908,"SVM"
"45","All",50,0.85,5014,530,0.817796610169492,0.816377794523989,0.817820950290643,0.696,0.693227091633466,0.693227091633466,0.696,0.694610778443114,0.694610778443114,0.694613545816733,"GBM"
"46","All",50,0.85,5014,530,0.857427716849452,0.859941234084231,0.857388312308291,0.736141906873614,0.661354581673307,0.661354581673307,0.762,0.711576846307385,0.696747114375656,0.711677290836653,"SVM"
"47","All",50,0.85,5014,540,0.787387836490528,0.786054677702533,0.787408260066884,0.692,0.689243027888446,0.689243027888446,0.692,0.69061876247505,0.69061876247505,0.690621513944223,"GBM"
"48","All",50,0.85,5014,540,0.857926221335992,0.860635696821516,0.857883092267889,0.733480176211454,0.663346613545817,0.663346613545817,0.758,0.710578842315369,0.696652719665272,0.710673306772908,"SVM"
"49","All",50,0.85,5014,550,0.781156530408774,0.780609695152424,0.78116759621184,0.710204081632653,0.693227091633466,0.693227091633466,0.716,0.704590818363273,0.701612903225806,0.704613545816733,"GBM"
"50","All",50,0.85,5014,550,0.860667996011964,0.862956607011522,0.860631717955045,0.735555555555556,0.659362549800797,0.659362549800797,0.762,0.710578842315369,0.695378151260504,0.710681274900398,"SVM"
"51","All",50,0.85,5014,560,0.806829511465603,0.805618259342864,0.806850055827382,0.708661417322835,0.717131474103586,0.717131474103586,0.704,0.710578842315369,0.712871287128713,0.710565737051793,"GBM"
"52","All",50,0.85,5014,560,0.861415752741775,0.863725490196078,0.861378858059782,0.737306843267108,0.665338645418327,0.665338645418327,0.762,0.713572854291417,0.699476439790576,0.713669322709163,"SVM"
"53","All",50,0.85,5014,570,0.783898305084746,0.781336696090794,0.783932374936351,0.704545454545455,0.679282868525896,0.679282868525896,0.714,0.696606786427146,0.691683569979716,0.696641434262948,"GBM"
"54","All",50,0.85,5014,570,0.862412761714855,0.864573110893032,0.862378358309657,0.736725663716814,0.663346613545817,0.663346613545817,0.762,0.712574850299401,0.69811320754717,0.712673306772908,"SVM"
"55","All",50,0.85,5014,580,0.811066799601196,0.810215322984477,0.811083021393331,0.701612903225806,0.693227091633466,0.693227091633466,0.704,0.698602794411178,0.697394789579158,0.698613545816733,"GBM"
"56","All",50,0.85,5014,580,0.865653040877368,0.867924528301887,0.865615551249736,0.737777777777778,0.661354581673307,0.661354581673307,0.764,0.712574850299401,0.697478991596639,0.712677290836653,"SVM"
"57","All",50,0.85,5014,590,0.818295114656032,0.818159141930656,0.818302062295555,0.717525773195876,0.693227091633466,0.693227091633466,0.726,0.709580838323353,0.70516717325228,0.709613545816733,"GBM"
"58","All",50,0.85,5014,590,0.863160518444666,0.865605875152999,0.863120528249053,0.737306843267108,0.665338645418327,0.665338645418327,0.762,0.713572854291417,0.699476439790576,0.713669322709163,"SVM"
"59","All",50,0.85,5014,600,0.820538384845464,0.820448877805486,0.820544725151099,0.696606786427146,0.695219123505976,0.695219123505976,0.696,0.69560878243513,0.695912263210369,0.695609561752988,"GBM"
"60","All",50,0.85,5014,600,0.870139581256231,0.872147239263804,0.870105847126163,0.733333333333333,0.657370517928287,0.657370517928287,0.76,0.708582834331337,0.69327731092437,0.708685258964143,"SVM"
"61","All",50,0.85,5014,610,0.813808574277168,0.812828864946129,0.813826676915148,0.686,0.683266932270916,0.683266932270916,0.686,0.684630738522954,0.684630738522954,0.684633466135458,"GBM"
"62","All",50,0.85,5014,610,0.867397806580259,0.869671729544341,0.867359706521677,0.735555555555556,0.659362549800797,0.659362549800797,0.762,0.710578842315369,0.695378151260504,0.710681274900398,"SVM"
"63","All",50,0.85,5014,620,0.817796610169492,0.81756925380584,0.817804797253288,0.697154471544715,0.683266932270916,0.683266932270916,0.702,0.692614770459082,0.690140845070423,0.692633466135458,"GBM"
"64","All",50,0.85,5014,620,0.869391824526421,0.87156862745098,0.869354979397422,0.732300884955752,0.659362549800797,0.659362549800797,0.758,0.708582834331337,0.693920335429769,0.708681274900398,"SVM"
"65","All",50,0.85,5014,630,0.785892323030907,0.783899371069183,0.785920192564086,0.698,0.695219123505976,0.695219123505976,0.698,0.696606786427146,0.696606786427146,0.696609561752988,"GBM"
"66","All",50,0.85,5014,630,0.864905284147557,0.867221950024498,0.864867168603664,0.734204793028322,0.671314741035857,0.671314741035857,0.756,0.713572854291417,0.701352757544225,0.713657370517928,"SVM"
"67","All",50,0.85,5014,640,0.817547357926221,0.818181818181818,0.817543739318804,0.701219512195122,0.687250996015936,0.687250996015936,0.706,0.696606786427146,0.694164989939638,0.696625498007968,"GBM"
"68","All",50,0.85,5014,640,0.8678963110668,0.869906725576829,0.867863184270619,0.734649122807018,0.667330677290837,0.667330677290837,0.758,0.712574850299401,0.69937369519833,0.712665338645418,"SVM"
"69","All",50,0.85,5014,650,0.821784646061815,0.822271936365896,0.821782917591428,0.694610778443114,0.693227091633466,0.693227091633466,0.694,0.693612774451098,0.693918245264207,0.693613545816733,"GBM"
"70","All",50,0.85,5014,650,0.867148554336989,0.869330718313312,0.867112316541878,0.733041575492341,0.667330677290837,0.667330677290837,0.756,0.711576846307385,0.698644421272159,0.711665338645418,"SVM"
"71","All",50,0.85,5014,660,0.817298105682951,0.817888198757764,0.81729510679767,0.711111111111111,0.701195219123506,0.701195219123506,0.714,0.707584830339321,0.706118355065196,0.707597609561753,"GBM"
"72","All",50,0.85,5014,660,0.865653040877368,0.867989223610091,0.865614308708401,0.733041575492341,0.667330677290837,0.667330677290837,0.756,0.711576846307385,0.698644421272159,0.711665338645418,"SVM"
"73","All",50,0.85,5014,670,0.820289132602193,0.820333914776975,0.820293607547295,0.708249496981891,0.701195219123506,0.701195219123506,0.71,0.705588822355289,0.704704704704705,0.705597609561753,"GBM"
"74","All",50,0.85,5014,670,0.870638085742772,0.872700515084621,0.870603112168431,0.732891832229581,0.661354581673307,0.661354581673307,0.758,0.709580838323353,0.695287958115183,0.709677290836653,"SVM"
"75","All",50,0.85,5014,680,0.792372881355932,0.791906070447165,0.792383395572229,0.691848906560636,0.693227091633466,0.693227091633466,0.69,0.691616766467066,0.692537313432836,0.691613545816733,"GBM"
"76","All",50,0.85,5014,680,0.865653040877368,0.868118424272082,0.865611823625731,0.731601731601732,0.673306772908366,0.673306772908366,0.752,0.712574850299401,0.701244813278008,0.712653386454183,"SVM"
"77","All",50,0.85,5014,690,0.821286141575274,0.821063139505865,0.821294350338506,0.697211155378486,0.697211155378486,0.697211155378486,0.696,0.696606786427146,0.697211155378486,0.696605577689243,"GBM"
"78","All",50,0.85,5014,690,0.866151545363908,0.868800390911312,0.866106603585328,0.731019522776573,0.671314741035857,0.671314741035857,0.752,0.711576846307385,0.699896157840083,0.711657370517928,"SVM"
"79","All",50,0.85,5014,700,0.786640079760718,0.786320519221168,0.786648694548797,0.691382765531062,0.687250996015936,0.687250996015936,0.692,0.689620758483034,0.689310689310689,0.689625498007968,"GBM"
"80","All",50,0.85,5014,700,0.864406779661017,0.867057673509286,0.864362448313387,0.727668845315904,0.665338645418327,0.665338645418327,0.75,0.707584830339321,0.695109261186264,0.707669322709163,"SVM"
"81","All",50,0.85,5014,510,0.779910269192423,0.778084945966323,0.779896574014221,0.713362068965517,0.665995975855131,0.665995975855131,0.736633663366337,0.701596806387226,0.688865764828304,0.701314819610734,"GBM"
"82","All",50,0.85,5014,510,0.852442671984048,0.854187192118227,0.85260529551187,0.721311475409836,0.619718309859155,0.619718309859155,0.764356435643564,0.692614770459082,0.666666666666667,0.69203737275136,"SVM"
"83","All",50,0.85,5014,520,0.804586241276172,0.803311590566985,0.804589105627168,0.704545454545455,0.686116700201207,0.686116700201207,0.716831683168317,0.701596806387226,0.695208970438328,0.701474191684762,"GBM"
"84","All",50,0.85,5014,520,0.852941176470588,0.854392892398816,0.853086936131919,0.723404255319149,0.61569416498994,0.61569416498994,0.768316831683168,0.692614770459082,0.665217391304348,0.692005498336554,"SVM"
"85","All",50,0.85,5014,530,0.768693918245264,0.766716943187531,0.768677305009485,0.70746887966805,0.686116700201207,0.686116700201207,0.720792079207921,0.703592814371258,0.696629213483146,0.703454389704564,"GBM"
"86","All",50,0.85,5014,530,0.85568295114656,0.857424279734056,0.855847919861761,0.721698113207547,0.61569416498994,0.61569416498994,0.766336633663366,0.691616766467066,0.664495114006515,0.691015399326653,"SVM"
"87","All",50,0.85,5014,540,0.778165503489531,0.776942355889724,0.778174920043432,0.702702702702703,0.680080482897384,0.680080482897384,0.716831683168317,0.698602794411178,0.69120654396728,0.698456083032851,"GBM"
"88","All",50,0.85,5014,540,0.85518444666002,0.856790732068031,0.855340929735393,0.724056603773585,0.617706237424547,0.617706237424547,0.768316831683168,0.693612774451098,0.666666666666667,0.693011534553858,"SVM"
"89","All",50,0.85,5014,550,0.806829511465603,0.804933299773471,0.806805074971165,0.735555555555556,0.665995975855131,0.665995975855131,0.764356435643564,0.715568862275449,0.699049630411827,0.715176205749348,"GBM"
