"","feature","weight","weight","weight","weight","weight","weight","weight","weight","weight","weight","total","mean"
"1","recommend",1223.28022853175,1262.86491362176,1314.67294320666,1218.71603157123,1317.37475651735,1263.3177809388,1324.50291727183,1225.159349564,1267.74939624826,1265.4981121338,12683.1364296054,1268.31364296054
"557","wv.164",1223.28022853175,1262.86491362176,1314.67294320666,1218.71603157123,1317.37475651735,1263.3177809388,1324.50291727183,1225.159349564,1267.74939624826,1265.4981121338,12683.1364296054,1268.31364296054
"2","days.interval",310.159759162268,301.413773295298,327.104517110373,295.784147150996,278.229107429685,312.781337883907,283.039169543318,264.955170322277,344.04341530422,292.828121127209,3010.33851832955,301.033851832955
"558","wv.913",310.159759162268,301.413773295298,327.104517110373,295.784147150996,278.229107429685,312.781337883907,283.039169543318,264.955170322277,344.04341530422,292.828121127209,3010.33851832955,301.033851832955
"3","au.time.play",133.530979529797,118.067285410534,146.067818437366,139.866246098576,124.063622016401,157.355966039755,151.776081685089,130.858671982842,133.462071515801,105.222460671334,1340.2712033875,134.02712033875
"559","wv.772",133.530979529797,118.067285410534,146.067818437366,139.866246098576,124.063622016401,157.355966039755,151.776081685089,130.858671982842,133.462071515801,105.222460671334,1340.2712033875,134.02712033875
"34","index",58.6748309401092,80.4682030874204,87.6067348382306,35.1291202259878,65.0233320339172,43.5245400623251,46.2357544363018,69.0198912871245,79.361362161298,83.6924597354725,648.736228808187,64.8736228808187
"590","wv.250",58.6748309401092,80.4682030874204,87.6067348382306,35.1291202259878,65.0233320339172,43.5245400623251,46.2357544363018,69.0198912871245,79.361362161298,83.6924597354725,648.736228808187,64.8736228808187
"14","wv.657",26.5195796667132,33.956388877987,40.0415259864803,6.33616658653497,3.25395968568486,51.2782351756701,62.9316944393698,42.6389682987653,0,28.88852089289,295.845039610096,29.5845039610096
"570","wv.551",26.5195796667132,33.956388877987,40.0415259864803,6.33616658653497,3.25395968568486,51.2782351756701,62.9316944393698,42.6389682987653,0,28.88852089289,295.845039610096,29.5845039610096
