"","feature","weight","weight","weight","weight","weight","weight","weight","weight","weight","weight","total","mean"
"1","recommend",256.996277720211,208.13062196876,219.378101357702,255.353918004124,225.096709403687,230.476853385001,205.148962621546,218.994438758617,244.063713246801,215.426568665711,2279.06616513216,227.906616513216
"680","wv.669",256.996277720211,208.13062196876,219.378101357702,255.353918004124,225.096709403687,30.3596263318784,205.148962621546,218.994438758617,6.24093849209172,215.426568665711,1841.12616332433,184.112616332433
"2","days.interval",49.067374136572,47.3239744937483,74.0439638203424,41.2758869884991,33.2050679907845,30.3596263318784,60.9622596059465,66.1014515353714,59.3691965114706,34.2347570868661,495.943558501479,49.5943558501479
"681","wv.592",49.067374136572,47.3239744937483,74.0439638203424,41.2758869884991,33.2050679907845,2.18864845999509,60.9622596059465,66.1014515353714,0,34.2347570868661,408.403384118125,40.8403384118125
"679","wv.543",0,7.8687017796904,0,0,0,230.476853385001,0,0,59.3691965114706,0,297.714751676162,29.7714751676162
"678","wv.178",1.76815252322072,3.49032352029318,0,3.28597219333278,5.9780028453242,8.31870406810723,14.9450197840991,8.93336555612058,244.063713246801,0,290.783253737299,29.0783253737299
"71","wv.869",6.61542824157944,6.58896777207957,18.9671693664182,11.1240577419419,17.8829702830583,21.5852930461291,25.5783386173705,2.15973457228368,20.4534089244794,20.7499149205879,151.705283485928,15.1705283485928
"455","wv.108",5.70501097836971,23.0511598175302,38.0782534633703,12.3869372766184,16.4289964003543,0,30.3890507536322,20.7895693042443,0,0,146.828977994119,14.6828977994119
"3","index",13.895677648405,7.93718653413699,24.2797613273861,18.9435955004191,14.1538995344786,2.18864845999509,29.5419289704929,4.18494810611773,6.24093849209172,8.58621196568397,129.952796539207,12.9952796539207
"49","wv.553",11.2235218602807,12.8421649446139,4.22336124173526,22.6919462950626,10.231423177509,17.9570446802122,11.7550643218284,23.3243921230148,0,13.7768887195082,128.025807363765,12.8025807363765
"682","wv.984",13.895677648405,7.93718653413699,24.2797613273861,18.9435955004191,14.1538995344786,0,29.5419289704929,4.18494810611773,0,8.58621196568397,121.52320958712,12.152320958712
"135","wv.249",6.51924498978465,3.31255756560242,27.1597977890184,9.61580439418161,10.7991347552364,13.7474441435427,0,29.5414682880586,17.72745798788,2.25347206034071,120.676381973645,12.0676381973645
