"","feature","weight","weight","weight","weight","weight","weight","weight","weight","weight","weight","total","mean"
"1","recommend",169.272701244821,179.437985610299,170.823189905401,183.96468377062,203.224620280061,179.972856280853,155.001823034132,184.099148130433,177.682870839895,175.579140748335,1779.05901984485,177.905901984485
"599","wv.937",169.272701244821,179.437985610299,170.823189905401,183.96468377062,203.224620280061,179.972856280853,155.001823034132,184.099148130433,177.682870839895,175.579140748335,1779.05901984485,177.905901984485
"2","days.interval",128.112352962329,110.564350016609,109.586497701033,103.794094657516,103.357091527519,128.186250884765,92.6622922432084,113.695859266314,139.964611861631,123.71392498682,1153.63732610774,115.363732610774
"600","wv.362",128.112352962329,110.564350016609,109.586497701033,103.794094657516,103.357091527519,128.186250884765,92.6622922432084,113.695859266314,139.964611861631,123.71392498682,1153.63732610774,115.363732610774
"18","ratio.punctuation",2.79391973172842,16.8267426925201,27.0747327256597,21.5911666870798,75.6529729058035,29.5829497517764,31.2553641458,54.0581204571455,16.4928471780079,61.2406143607008,336.569430636222,33.6569430636222
"616","wv.856",2.79391973172842,16.8267426925201,27.0747327256597,21.5911666870798,75.6529729058035,29.5829497517764,31.2553641458,54.0581204571455,16.4928471780079,61.2406143607008,336.569430636222,33.6569430636222
"156","wv.420",24.1483900391165,16.372002973256,37.6987863817828,3.07589012204867,10.3793770702567,29.1399122462073,21.4268743505685,3.50105408438863,26.8143883534721,10.5769518245592,183.133627445656,18.3133627445656
"754","wv.545",24.1483900391165,16.372002973256,37.6987863817828,3.07589012204867,10.3793770702567,29.1399122462073,21.4268743505685,3.50105408438863,26.8143883534721,10.5769518245592,183.133627445656,18.3133627445656
"524","wv.108",30.74500141666,19.126519270089,32.8065796185472,8.29532578824766,20.4563740928325,16.2695310845495,4.11552005293303,25.151074986967,0,25.8298565922711,182.795782903097,18.2795782903097
"121","wv.27",22.8893744621158,38.0876857349807,3.60999045344695,23.0298907877464,2.86103050094772,18.5730683061843,5.4245997671193,13.687084184291,10.8992491917081,34.3537681922894,173.41574158083,17.341574158083
"719","wv.433",22.8893744621158,38.0876857349807,3.60999045344695,23.0298907877464,2.86103050094772,18.5730683061843,5.4245997671193,13.687084184291,10.8992491917081,34.3537681922894,173.41574158083,17.341574158083
"437","wv.102",11.2178739317891,29.2050861006383,27.1464858830174,20.807632665117,6.79644131813181,12.3648573579776,18.7071302802201,12.6003288539292,20.0752384254867,12.429910439065,171.350985255372,17.1350985255372
"253","wv.865",13.7937905791475,19.1353404580224,7.8520354991726,15.5009472504133,24.4700563338805,11.7449708285599,22.1260198898182,3.80039266821566,21.6733057594874,22.4861794966714,162.583038763389,16.2583038763389
"851","wv.112",13.7937905791475,19.1353404580224,7.8520354991726,15.5009472504133,24.4700563338805,11.7449708285599,22.1260198898182,3.80039266821566,21.6733057594874,22.4861794966714,162.583038763389,16.2583038763389
"10","index",12.2799856735198,11.613672607637,17.4827365175886,4.21671853493468,20.8052981150846,11.3114783863878,26.4784772115707,2.36051368992759,19.6800601123269,16.7268610520387,142.955801901016,14.2955801901016
"608","wv.328",12.2799856735198,11.613672607637,17.4827365175886,4.21671853493468,20.8052981150846,11.3114783863878,26.4784772115707,2.36051368992759,19.6800601123269,16.7268610520387,142.955801901016,14.2955801901016
"219","wv.796",3.65277274309701,3.84111297539548,12.4381900854578,4.43403473233572,11.4551001216148,36.7289580501666,10.3685072387641,10.2113475527972,10.7628240695481,32.6563410192115,136.549188588388,13.6549188588388
"817","wv.991",3.65277274309701,3.84111297539548,12.4381900854578,4.43403473233572,11.4551001216148,36.7289580501666,10.3685072387641,10.2113475527972,10.7628240695481,32.6563410192115,136.549188588388,13.6549188588388
"19","wv.173",14.7938058142715,2.6137465145304,17.4740246421418,9.69559568154309,3.1836352613989,12.0322533633144,32.2531647583531,13.125040949919,21.8876428202257,4.69338236248865,131.752292168187,13.1752292168187
"617","wv.392",14.7938058142715,2.6137465145304,17.4740246421418,9.69559568154309,3.1836352613989,12.0322533633144,32.2531647583531,13.125040949919,21.8876428202257,4.69338236248865,131.752292168187,13.1752292168187
"110","sd.word",4.97463638814776,19.1635081340352,6.67081813929208,17.4187274106465,9.0128698981107,15.4050672063917,13.4775287561283,18.0481881107886,15.9077700450211,7.93033478544151,128.009448874003,12.8009448874003
"708","wv.303",4.97463638814776,19.1635081340352,6.67081813929208,17.4187274106465,9.0128698981107,15.4050672063917,13.4775287561283,18.0481881107886,15.9077700450211,7.93033478544151,128.009448874003,12.8009448874003
"12","wv.724",35.6856320592755,0,8.8753436327844,0,13.0680918382949,31.2418039370089,6.67164568937405,17.2347142377445,3.58283394585176,9.18907940063972,125.549144740974,12.5549144740974
"610","wv.144",35.6856320592755,0,8.8753436327844,0,13.0680918382949,31.2418039370089,6.67164568937405,17.2347142377445,3.58283394585176,9.18907940063972,125.549144740974,12.5549144740974
"5","wv.613",4.20370992035089,13.2160895587486,5.66514597017574,37.8118507672595,6.18632016849695,3.90182239165261,4.57081311266699,20.7616852893875,4.47674083468586,22.6466760262596,123.440854039684,12.3440854039684
"603","wv.435",4.20370992035089,13.2160895587486,5.66514597017574,37.8118507672595,6.18632016849695,3.90182239165261,4.57081311266699,20.7616852893875,4.47674083468586,22.6466760262596,123.440854039684,12.3440854039684
"165","wv.992",12.9804770878413,13.0186409763841,10.4688949869791,11.490813176235,22.25497295356,16.1890336724303,7.39721531574891,6.63139320906541,10.6558745979308,7.38312226854519,118.47043824472,11.847043824472
