"","feature","weight","weight","weight","weight","weight","weight","weight","weight","weight","weight","total","mean"
"1","index",50.2980918629291,19.3340980787454,41.3395552601227,32.7950724171854,20.5467711133394,37.9281114004044,36.9105877285266,28.2870694781139,28.0774137370641,43.3287239686947,338.845495045126,33.8845495045126
"520","wv.114",50.2980918629291,19.3340980787454,41.3395552601227,32.7950724171854,20.5467711133394,37.9281114004044,36.9105877285266,28.2870694781139,28.0774137370641,43.3287239686947,338.845495045126,33.8845495045126
"4","wv.2",33.9300693713657,10.5647499616853,19.2051496337087,11.1966245855153,9.85098215355048,15.3508833432429,33.9860987416577,15.3650953662443,15.1790585972025,23.9268377142619,188.555549468435,18.8555549468435
"523","wv.627",33.9300693713657,10.5647499616853,19.2051496337087,11.1966245855153,9.85098215355048,15.3508833432429,33.9860987416577,15.3650953662443,15.1790585972025,23.9268377142619,188.555549468435,18.8555549468435
"3","days.interval",11.2804475324403,9.39742206157255,6.82691507798558,7.67135390439612,13.5579996517352,23.8479259106885,21.466626414936,36.8304200868005,28.1243795861699,27.4975559677839,186.501046194509,18.6501046194509
"522","wv.501",11.2804475324403,9.39742206157255,6.82691507798558,7.67135390439612,13.5579996517352,23.8479259106885,21.466626414936,36.8304200868005,28.1243795861699,27.4975559677839,186.501046194509,18.6501046194509
"100","wv.433",13.8843905412001,12.4514320359979,39.9135529318205,17.3789044508851,4.66120169780312,23.7679374272974,17.9075040069175,14.4280232909089,7.60444834233824,21.9046469300216,173.90204165519,17.390204165519
"619","wv.593",13.8843905412001,12.4514320359979,39.9135529318205,17.3789044508851,4.66120169780312,23.7679374272974,17.9075040069175,14.4280232909089,7.60444834233824,21.9046469300216,173.90204165519,17.390204165519
"23","wv.273",19.5307325603713,22.8121332297475,9.14826786631863,13.9583472208039,18.8205920622537,16.2237579106193,2.2282705791436,4.50938365948236,8.07045022108453,15.4622563406156,130.76419165044,13.076419165044
"542","wv.561",19.5307325603713,22.8121332297475,9.14826786631863,13.9583472208039,18.8205920622537,16.2237579106193,2.2282705791436,4.50938365948236,8.07045022108453,15.4622563406156,130.76419165044,13.076419165044
"5","wv.639",5.11145600311841,13.8209721445418,2.90522481977508,21.7792282525587,17.5884459232246,1.2918649325672,12.7974348866127,23.2322655591052,0,15.4683483680547,113.995240889558,11.3995240889558
"524","wv.382",5.11145600311841,13.8209721445418,2.90522481977508,21.7792282525587,17.5884459232246,1.2918649325672,12.7974348866127,23.2322655591052,0,15.4683483680547,113.995240889558,11.3995240889558
"2","n.games",4.48510955551123,6.5641233610301,16.0405534634649,0.97995880139994,0.726169076115353,14.2900278514553,0.908377420775242,30.0440824636323,9.72216306633246,9.73646810294267,93.4970331626595,9.34970331626595
"521","wv.391",4.48510955551123,6.5641233610301,16.0405534634649,0.97995880139994,0.726169076115353,14.2900278514553,0.908377420775242,30.0440824636323,9.72216306633246,9.73646810294267,93.4970331626595,9.34970331626595
"136","wv.606",24.1352644622271,4.08316680641422,1.0149882279892,2.97467169845222,2.94564977640614,8.30780273587807,10.9233665885139,12.691985664769,13.6374574852452,8.0660395524278,88.7803929983229,8.87803929983228
"655","wv.804",24.1352644622271,4.08316680641422,1.0149882279892,2.97467169845222,2.94564977640614,8.30780273587807,10.9233665885139,12.691985664769,13.6374574852452,8.0660395524278,88.7803929983229,8.87803929983228
"82","wv.89",3.68667491240976,24.3764451108949,1.54208012991439,0,0,7.60679488071277,8.15950823340675,10.4508082715109,12.7869178511921,19.5483725035316,88.1576018935732,8.81576018935732
"601","wv.578",3.68667491240976,24.3764451108949,1.54208012991439,0,0,7.60679488071277,8.15950823340675,10.4508082715109,12.7869178511921,19.5483725035316,88.1576018935732,8.81576018935732
"266","wv.324",15.9429438725444,1.40527938945497,28.6086111994441,0,14.5163768141789,2.05547748868256,2.15070193068148,5.90547404572215,15.0428114264615,0,85.6276761671701,8.56276761671701
"785","wv.673",15.9429438725444,1.40527938945497,28.6086111994441,0,14.5163768141789,2.05547748868256,2.15070193068148,5.90547404572215,15.0428114264615,0,85.6276761671701,8.56276761671701
"38","ratio.content.remove",19.2420507212303,5.2926900566717,3.99170339006128,1.79579111352718,9.08747211274187,7.27183968983365,9.29838021742206,10.8401504976181,10.1506023287423,7.09713016112378,84.0678102889722,8.40678102889722
"557","wv.279",19.2420507212303,5.2926900566717,3.99170339006128,1.79579111352718,9.08747211274187,7.27183968983365,9.29838021742206,10.8401504976181,10.1506023287423,7.09713016112378,84.0678102889722,8.40678102889722
"30","wv.498",22.1016463764351,2.32890983739161,6.71564991215055,0,8.66649438300081,1.88565387996922,0,16.1467389422456,10.291194085996,12.4786860031933,80.6149734203822,8.06149734203822
"549","wv.580",22.1016463764351,2.32890983739161,6.71564991215055,0,8.66649438300081,1.88565387996922,0,16.1467389422456,10.291194085996,12.4786860031933,80.6149734203822,8.06149734203822
"181","wv.126",2.19256112986859,17.4423439642192,0,3.1903409863694,5.04957577679204,0,12.8566169935962,7.16460468253609,8.27814555342855,20.8393738899797,77.0135629767898,7.70135629767898
"700","wv.785",2.19256112986859,17.4423439642192,0,3.1903409863694,5.04957577679204,0,12.8566169935962,7.16460468253609,8.27814555342855,20.8393738899797,77.0135629767898,7.70135629767898
"311","wv.581",4.97776437539855,0,10.5934905923502,2.74886390746604,1.42973965317557,8.5324105534954,9.84429824561397,7.13279786743209,16.8047192666633,11.8789930402892,73.9430775018843,7.39430775018843
